SKU,Proveedor,Nombre Producto
01270016,Janod,Estación de Bomberos Juego de Madera para Niños Janod J04639
01270017,Janod,Carrito con Cubos para Pasear Juego de Madera para Niños Janod J05152
01270018,Janod,Tabla de Organización Juego de Madera para Niños Janod J05469
01270019,Janod,Cuerpo Humano Magnético Juego para Niños Janod J05491
01270020,Janod,Rompecabezas Evolutivo Dino Juego para Niños Janod J05824
01270021,Janod,Imanes Dino con 24 Piezas Juego para Niños Janod J05839
01270022,Janod,Grúa de Construcción Juego para Niños Janod J06468
01270023,Janod,Camión de Bomberos Brico’kids Juego para Niños Janod J06469
01270024,Janod,Camión de Construcción Brico'kids Juego para Niños Janod J06470
01270025,Janod,Kit de Herramientas Brico'kids Juego para Niños Janod J06481
01270026,Janod,El Maletín del Docto Juego para Niños Janod J06513
01270027,Janod,Cocina Macaron Juego para Niños Janod J06567
01270028,Janod,Casa de Muñecas Mademoiselle Juego para Niños Janod J06581
01270029,Janod,Kit de Pasta Mix Juego para Niños Janod J06598
01270030,Janod,Cocina Plume Juego para Niños Janod J06608
01270031,Janod,Rompecabezas Dinosaurios con 7 Piezas Juego para Niños Janod J07054
01270032,Janod,Mi Primera Guitarra Confetti Juego para Niños Janod J07628
09220001,Scribe,Cuaderno Espiral de 50 Hojas Italiano Pautado Scribe
09220002,Scribe,Cuaderno Espiral de 100 Hojas Italiano Raya Scribe
09220003,Scribe,Cuaderno Espiral de 100 Hojas Italiano Blanco Scribe
09220004,Scribe,Cuaderno Espiral de 100 Hojas Italiano Cuadro Chico Scribe
09220005,Scribe,Cuaderno Espiral de 100 Hojas Italiano de Cuadro Grande Scribe
09220006,Scribe,Cuaderno Espiral de 100 Hojas Italiano Doble Raya Scribe
09220007,Scribe,Cuaderno Espiral de 100 Hojas Francés Raya Scribe
09220008,Scribe,Cuaderno Espiral de 100 Hojas Francés Blanco Scribe
09220009,Scribe,Cuaderno Espiral de 100 Hojas Francés Cuadro Chico Scribe
09220010,Scribe,Cuaderno Espiral de 100 Hojas Francés Cuadro Grande Scribe
09220011,Scribe,Cuaderno Espiral de 100 Hojas Francés Doble Raya Scribe
09220012,Scribe,Libreta Escolar Francesa de 96 Hojas (2 M) de Raya Scribe
09220013,Scribe,Libreta Escolar Francesa de 96 Hojas (2 M) de Cuadro Chico Scribe
09220014,Scribe,Libreta Escolar Francesa de 96 Hojas (2 M) de Cuadro Grande Scribe
09220015,Scribe,Libreta Escolar Francesa de 192 Hojas (4 M) de Raya Scribe
09220016,Scribe,Libreta Escolar Francesa de 192 Hojas (4 M) de Cuadro Chico Scribe
09220017,Scribe,Libreta Escolar Francesa de 192 Hojas (4 M) de Cuadro Grande Scribe
09220018,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Raya Polycover Scribe
09220019,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Chico Polycover Scribe
09220020,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Grande Polycover Scribe
09220021,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Raya Scribe
09220022,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Cuadro Chico Scribe
09220023,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Cuadro Grande Scribe
09220024,Scribe,Cuaderno Espiral de 200 Hojas Profesional Mixto Scribe
09220025,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Raya Polycover Scribe
09220026,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Cuadro Chico Polycover Scribe
09220027,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Cuadro Grande Polycover Scribe
09220028,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Raya (Mega) Escolar Scribe
09220029,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Cuadro Chico (Mega) Escolar Scribe
09220030,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Cuadro Grande (Mega) Escolar Scribe
09220031,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Raya Scribe
09220032,Scribe,Cuaderno Espiral de 100 Hojas Profesional Blanco Scribe
09220033,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Chico Scribe
09220034,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Grande Scribe
09220035,Scribe,Cuaderno Espiral de 100 Hojas Profesional Pautado Scribe
09220036,Scribe,Hojas Perforadas para Carpeta Tamaño Carta de Raya con 100 Hojas Scribe
09220037,Scribe,Hojas Perforadas para Carpeta Tamaño Carta Blanco con 100 Hojas Scribe
09220038,Scribe,Hojas Perforadas para Carpeta Tamaño Carta de Cuadro Chico con 100 Hojas Scribe
09220039,Scribe,Hojas Perforadas para Carpeta Tamaño Carta de Cuadro Grande con 100 Hojas Scribe
09220040,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Raya Ecologico Scribe
09220041,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Chico Ecologico Scribe
09220042,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Grande Ecológico Scribe
09220043,Scribe,Libreta de Apuntes Pocket de 1/8 con 80 Hojas Raya Escolar Scribe 1084200
09220044,Scribe,Cuaderno Cosido de 100 Hojas Profesional de Raya Scribe
09220045,Scribe,Cuaderno Cosido de 100 Hojas Profesional Blanco Scribe
09220046,Scribe,Cuaderno Cosido de 100 Hojas Profesional de Cuadro Chico Scribe
09220047,Scribe,Cuaderno Cosido de 100 Hojas Profesional de Cuadro Grande Scribe
09220048,Scribe,Cuaderno Cosido de 100 Hojas Profesional de Doble Raya Scribe
09220049,Scribe,Cuaderno Cosido de 100 Hojas Profesional Cuadro Alemán Scribe
09220050,Scribe,Cuaderno Cosido de 100 Hojas Italiano de Raya Scribe
09220051,Scribe,Cuaderno Cosido de 100 Hojas Italiano Blanco Scribe
09220052,Scribe,Cuaderno Cosido de 100 Hojas Italiano de Cuadro Chico Scribe
09220053,Scribe,Cuaderno Cosido de 100 Hojas Italiano de Cuadro Grande Scribe
09220054,Scribe,Cuaderno Cosido de 100 Hojas Italiano de Doble Raya Scribe
09220055,Scribe,Cuaderno Cosido de 100 Hojas Italiano Cuadro Alemán Scribe
09220056,Scribe,Cuaderno Espiral de 100 Hojas Italiano Raya Mega Scribe
09220057,Scribe,Cuaderno Espiral de 100 Hojas Italiano Blanco Mega Scribe
09220058,Scribe,Cuaderno Espiral de 100 Hojas Italiano de Cuadro Chico Mega Scribe
09220059,Scribe,Cuaderno Espiral de 100 Hojas Italiano Cuadro Grande Mega Scribe
09220060,Scribe,Cuaderno Espiral de 100 Hojas Italiano Doble Raya Mega Scribe
09220061,Scribe,Cuaderno Espiral de 100 Hojas Francés Raya Mega Scribe
09220062,Scribe,Cuaderno Espiral de 100 Hojas Francés Blanco Mega Scribe
09220063,Scribe,Cuaderno Espiral de 100 Hojas Francés Cuadro Chico Mega Scribe
09220064,Scribe,Cuaderno Espiral de 100 Hojas Francés Cuadro Grande Mega Scribe
09220065,Scribe,Cuaderno Espiral de 100 Hojas Francés Doble Raya Mega Scribe
09220066,Scribe,Block Tamaño Carta con 80 Hojas Raya (Mega) Escolar Scribe
09220067,Scribe,Block Tamaño Carta con 80 Hojas Blanco (Mega) Escolar Scribe
09220068,Scribe,Block Tamaño Carta con 80 Hojas Cuadro Chico (Mega) Escolar Scribe
09220069,Scribe,Block Tamaño Carta con 80 Hojas Cuadro Grande (Mega) Escolar Scribe
09220070,Scribe,Cuaderno de dibujo Espiral Aguilucho de 10 Hojas Escolar Scribe
09220071,Scribe,Cuaderno de dibujo Espiral Aguilucho de 20 Hojas Escolar Scribe
09220072,Scribe,Cuaderno de dibujo Espiral Aguilucho de 30 Hojas Escolar Scribe
09220073,Scribe,Cuaderno de dibujo Espiral Aguilucho de 50 Hojas Escolar Scribe
09220074,Scribe,Libreta de Apuntes de 1/8 de 100 Hojas Espiral de Raya Mega Scribe
09220075,Scribe,Block Dibujo Blanco de 20 Hojas Marquilla Chico Escolar Scribe
09220076,Scribe,Block Dibujo Blanco de 20 Hojas Marquilla Mediano Escolar Scribe
09220077,Scribe,Cuaderno Grapa de 100 Hojas Italiano de Raya Scribe
09220078,Scribe,Cuaderno Grapa de 100 Hojas Italiano Blanco Scribe
09220079,Scribe,Cuaderno Grapa de 100 Hojas Italiano de Cuadro Chico Scribe
09220080,Scribe,Cuaderno Grapa de 100 Hojas Italiano de Cuadro Grande Scribe
09220081,Scribe,Cuaderno Grapa de 100 Hojas Italiano de Doble Raya Scribe
09220082,Scribe,Cuaderno Grapa de 100 Hojas Italiano de Cuadro Alemán Scribe
09220083,Scribe,Cuaderno Grapa de 50 Hojas Italiano de Raya Scribe
09220084,Scribe,Cuaderno Grapa de 50 Hojas Italiano Blanco Scribe
09220085,Scribe,Cuaderno Grapa de 50 Hojas Italiano de Cuadro Chico Scribe
09220086,Scribe,Cuaderno Grapa de 50 Hojas Italiano de Cuadro Grande Scribe
09220087,Scribe,Cuaderno Grapa de 50 Hojas Italiano de Doble Raya Scribe
09220088,Scribe,Cuaderno Grapa de 50 Hojas Italiano Raya Alemán Scribe
09220089,Scribe,Cuaderno Grapa de 50 Hojas Italiano de Cuadro Alemán Scribe
09220090,Scribe,Cuaderno Grapa de 100 Hojas Francés Raya Scribe
09220091,Scribe,Cuaderno Grapa de 100 Hojas Francés Blanco Scribe
09220092,Scribe,Cuaderno Grapa de 100 Hojas Francés de Cuadro Chico Scribe
09220093,Scribe,Cuaderno Grapa de 100 Hojas Francés de Cuadro Grande Scribe
09220094,Scribe,Cuaderno Grapa de 100 Hojas Francés Doble Raya Scribe
09220095,Scribe,Cuaderno Grapa de 50 Hojas Francés Raya Scribe
09220096,Scribe,Cuaderno Grapa de 50 Hojas Francés de Cuadro Chico Scribe
09220097,Scribe,Cuaderno Grapa de 50 Hojas Francés de Cuadro Grande Scribe
09220098,Scribe,Cuaderno Grapa de 50 Hojas Francés Doble Raya Scribe
09220099,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Raya Mega Scribe
09220100,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Cuadro Chico Mega Scribe
09220101,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Cuadro Grande Mega Scribe
09220102,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Raya Mega Plus Scribe
09220103,Scribe,Cuaderno Espiral de 100 Hojas Profesional Blanco Mega Plus Scribe
09220104,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Chico Mega Plus Scribe
09220105,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Grande Mega Plus Scribe
09220106,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Doble Raya Mega Plus Scribe
09220107,Scribe,Cuaderno Espiral de 100 Hojas Profesional Mixto Mega Plus Scribe
09220108,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Raya Escolar Plus Scribe
09220109,Scribe,Cuaderno Espiral de 100 Hojas Profesional Blanco Escolar Plus Scribe
09220110,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Chico Escolar Plus Scribe
09220111,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Grande Escolar Plus Scribe
09220112,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Doble Raya Scribe Plus
09220113,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Alemán Scribe Plus
09220114,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Raya Pasta Dura Excellence Scribe
09220115,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Chico Pasta Dura Excellence Scribe
09220116,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Grande Pasta Dura Excellence Scribe
09220117,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Raya Pasta Dura Excellence Scribe
09220118,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Cuadro Chico Pasta Dura Excellence Scribe
09220119,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Cuadro Grande Pasta Dura Excellence Scribe
09220120,Scribe,Cuaderno Espiral de 100 Hojas Profesional Raya Serie III Scribe
09220121,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Chico Serie III Scribe
09220122,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Grande Serie III Scribe
09220123,Scribe,Cuaderno Espiral de 100 Hojas Francés Raya Polycover Scribe
09220124,Scribe,Cuaderno Espiral de 100 Hojas Francés Cuadro Chico Polycover Scribe
09220125,Scribe,Cuaderno Espiral de 100 Hojas Francés Cuadro Grande Polycover Scribe
09220126,Scribe,Carpeta para Argolla Tamaño Carta para 100 Hojas Pasta Dura Excellence Scribe
09220127,Scribe,Cuaderno Espiral de 100 Hojas Profesional Raya Serie III Scribe
09220128,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Chico Serie III Scribe
09220129,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Grande Serie III Scribe
09220130,Scribe,Carpeta con Argolla Tamaño Carta Pasta Dura con 100 Hojas Mario Bros Scribe 1080440
09220131,Scribe,Cuaderno Espiral con 200 Hojas Raya Pasta Dura Excellence T  Scribe 1080630
09220132,Scribe,Cuaderno Espiral con 200 Hojas Cuadro Chico Pasta Dura Excellence T Scribe 1080632
09220133,Scribe,Cuaderno Espiral con 200 Hojas Cuadro Grande Pasta Dura Excellence T Scribe 1080633
09220134,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Raya Incolors Scribe
09220135,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Chico Incolors Scribe
09220136,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Grande Incolors Scribe
09220137,Scribe,Cuaderno Espiral con 90 Hojas Profesional Raya Vania Bachur Scribe 1081830
09220138,Scribe,Cuaderno Espiral con 90 Hojas Profesional Cuadro Chico Vania Bachur Scribe 1081832
09220139,Scribe,Cuaderno Espiral con 90 Hojas Profesional Cuadro Grande Vania Bachur Scribe 1081833
09220140,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Raya Black Scribe
09220141,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Chico Black Scribe
09220142,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Grande Black Scribe
09220143,Scribe,Cuaderno Espiral de 100 Hojas Profesional Raya Sports Scribe
09220144,Scribe,Cuaderno Espiral de 100 Hojas Profesional  Cuadro Chico Sports Scribe
09220145,Scribe,Cuaderno Espiral de 100 Hojas Profesional Cuadro Grande Sports Scribe
09220146,Scribe,Cuaderno Espiral con 180 Hojas Profesional Raya Incolors Scribe 1083470
09220147,Scribe,Cuaderno Espiral con 180 Hojas Profesional Cuadro Chico Incolors Scribe 1083472
09220148,Scribe,Cuaderno Espiral con 180 Hojas Profesional Cuadro Grande Incolors Scribe 1083473
09220149,Scribe,Cuaderno Espiral de 90 Hojas Profesional de Raya Picollage Scribe
09220150,Scribe,Cuaderno Espiral de 90 Hojas Profesional de Cuadro Chico Picollage Scribe
09220151,Scribe,Cuaderno Espiral de 90 Hojas Profesional de Cuadro Grande Picollage Scribe
09220152,Scribe,Cuaderno Espiral de 90 Hojas Profesional de Raya Speed Scribe
09220153,Scribe,Cuaderno Espiral de 90 Hojas Profesional de Cuadro Chico Speed Scribe
09220154,Scribe,Cuaderno Espiral de 90 Hojas Profesional de Cuadro Grande Speed Scribe
09220155,Scribe,Cuaderno Espiral de 100 Hojas Francés Raya Natural Scribe
09220156,Scribe,Cuaderno Espiral de 100 Hojas Francés Cuadro Chico Natural Scribe
09220157,Scribe,Cuaderno Espiral de 100 Hojas Francés Cuadro Grande Natural Scribe
09220158,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Raya Natural Scribe
09220159,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Chico Natural Scribe
09220160,Scribe,Cuaderno Espiral de 100 Hojas Profesional de Cuadro Grande Natural Scribe
09220161,Scribe,Cuaderno Espiral con 100 Hojas Profesional Raya Mario Bros Scribe 1087420
09220162,Scribe,Cuaderno Espiral con 100 Hojas Profesional Cuadro Chico Mario Bros Scribe 1087422
09220163,Scribe,Cuaderno Espiral con 100 Hojas Profesional Cuadro Grande Mario Bros Scribe 1087423
09220164,Scribe,Cuaderno Espiral de 100 Hojas Francés Raya Incolors Scribe
09220165,Scribe,Cuaderno Espiral de 100 Hojas Francés de Cuadro Chico Incolors Scribe
09220166,Scribe,Cuaderno Espiral de 100 Hojas Francés Cuadro Grande Incolors
09220167,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Raya Black Scribe
09220168,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Cuadro Chico Black
09220169,Scribe,Cuaderno Espiral de 200 Hojas Profesional de Cuadro Grande Black
09220170,Scribe,CUAD FRA 100H 9260   Cuaderno Espiral de 100 Hojas Francés Raya Black Scribe
09220171,Scribe,Cuaderno Espiral de 100 Hojas Francés de Cuadro Chico Black Scribe
09220172,Scribe,Cuaderno Espiral de 100 Hojas Francés Cuadro Grande Black Scribe
09220173,Scribe,Carpeta para Argolla Tamaño Carta para 100 Hojas Pasta Dura Black Scribe
09220174,Scribe,Carpeta para Argolla Tamaño Carta para 100 Hojas Pasta Dura Incolors Scribe
09220175,Scribe,Mochila Primaria para Niña Plata Multiusos Incolors Scribe M1090001
09220176,Scribe,Mochila Primaria para Niña Rosa Multiusos Incolors Scribe M1090000
09220177,Scribe,Mochila Primaria para Niño Azul No Rules Multiusos Black Scribe M1090020
09220178,Scribe,Mochila Primaria para Niño Gris Neverlook Multiusos Black Scribe M1090021
09220179,Scribe,Portalápiz Suave para Niña Plata Incolors Scribe E1090001
09220180,Scribe,Portalápiz Suave para Niña Rosa Incolors Scribe E1090000
MONDAH220,Dahua Technology,Monitor Gaming Dahua Technology DHI-LM34-E330CA NB - 
TVIPNY2030,PNY,"Tarjeta de Video PNY NVIDIA GeForce RTX 4070 12GB XLR8 Gaming VERTO EPIC-X RGB - 12GB 192-bit GDDR6, PCI-Express 4.0 x16"
05900057,Brother,Multifuncional Láser Brother Monocromática (Blanco y Negro) Inalámbrica DCP-L2660DW
05900064,Brother,Tóner TN830XL Negro Brother para DCP-L2660DW
KITSTY180,Xzeal,KIT GAMER 3 VENTILADORES XZEAL XZVE101B - 
KITSTY190,Xzeal,KIT GAMER 3 VENTILADORES XZEAL XZVE101W - 
NBKCYP1620,CyberPower,NO BREAK CP1500PFCRM2U CYBERPOWER - 
TVIASS3470,Asus,TARJETA DE VIDEO ASUS DUAL-RTX4060TI-O8G-WHITE - GDDR6 de 8 GB
TVIASS3650,Asus,ASUS DUAL-RX6600-8G-V2 - 
TVIMSI1280,MSI,"Tarjeta de video MSI GT 710 2GD3 LP - NVIDIA, GeForce GT 710, 2GB, GDDR3-SDRAM, PCI Express 2.0"
MEMKGT8240,Kingston,MEMORIA RAM KINGSTON PROPIETARIA 4GB 1600MT/S DDR3L CL11 SODIMM 1.35V PARA LAPTOP - 
ACCKYC580,Kyocera,Kit de Mantenimiento del Cilindro KYOCERA DK-1242 - rendimiento Aprox. 10K
RIBEVL250,Evolis,Cinta EVOLIS - Multi
ACCDAT1630,Adata,"Cargador de pared ADATA - 35W, Admite los estándares de carga rápida PD3.0 y QC 3.0 . Color NEGRO, CHARGERU-0352-QCPDBK"
ACCDAT1640,Adata,"Cargador de pared ADATA - 35W, Admite los estándares de carga rápida PD3.0 y QC 3.0 . Color BLANCO, CHARGERU-0352-QCPDWH"
ACCMAC4440,Apple,Adaptador USB-C de 20W MWVV3AM/A Te permite cargar tu dispositivo de manera rápida y eficiente en cualquier lugar. - 
BATDAT480,Adata,"Powerbank inalambrico ADATA R050 - 5, 000mAh, Carga rápida QC/PD de 20 W. MAGNETICO. Color AZUL, PR050-11LB"
BATDAT490,Adata,"Powerbank inalambrico ADATA R050 - 5, 000mAh, Carga rápida QC/PD de 20 W. MAGNETICO. Color ROSA, PR050-11PK"
CAMLOG810,Logitech,Logitech Cámara web MX Brio 960-001548.Ultra HD 4K para colaboración y streaming. - 
ACCITL3590,Manhattan,"461191 Soporte para Proyector - montaje en techo o en pared, movimiento articulado, soporta hasta 20 kg."
ACCITL6650,Manhattan,"461726 Soporte de carrito para proyectores y laptops - Dos bandejas para dispositivos de hasta 10 kg cada una, inclinación de - / + 35°"
09320004,Scribe,Papel Bond Tamaño Oficio Blanco de 50 kg con 500 Hojas Ecologico Scribe
GABMSI210,MSI,Gabinete Gamer MSI MPG GUNGNIR 300R AIRFLOW BLACK - 
NBKCYP1590,CyberPower,NO BREAK CYBERPOWER 6000VA - 6000W ONLINE
SWTARU350,Aruba,"Switch HPE Instant On 1960 - 48 puertos + (2p-10Gb Ethernet) RJ-45, 2SFP+ (JL808A)"
SWTARU950,Aruba,"Switch HPE Instant On 1930 Gigabit Ethernet - 24 puertos PoE Clase 4 370 W, 4SFP+ 10GbE (JL684B)"
SWTARU960,Aruba,"Switch HPE Instant On 1930 Gigabit Ethernet - 48 puertos PoE Clase 4 370 W, 4SFP+ 10GbE (JL686B)"
ACCMTD370,Multimedia Screens,SOPORTE DE TIRO CORTO/ULTRACORTO AST1500 - 
BATAPC490,APC,"Batería APC APCRBC142 - Negro, Sealed Lead Acid (VRLA)"
CABRBT3650,Brobotix,"Cables USB BROBOTIX 6006825 - USB C, USB C, Macho/Macho, 1 m, Negro"
GABBLR860,Acteck,Gabinete Gamer Mini Torre Tank Expert  Curve 7400 Legend Series - 
GABBLR870,Acteck,Gabinete Gamer Mini Torre Tank Expert  Curve 7400 Legend Series - 
GABBLR890,Acteck,Gabinete Gamer Media Torre Tank Polar 7900 Legend Series - 
GABBLR900,Acteck,Gabinete Gamer Mini Torre Tank Perform 3600 Legend Series - 
GABBLR910,Acteck,Gabinete Gamer Mini Torre Tank Perform 3600 Legend Series - 
SWTARU970,Aruba,"Switch HPE Instant On 1930 Gigabit Ethernet - 24 puertos PoE Clase 4 195 W, 4SFP+ 10GbE (JL683B)"
DDUKGT2450,Kingston,UNIDAD DE ESTADO SOLIDO EXTERNO KINGSTON SXS1000R ROJO 1TB USB-C 3.2 GEN 2 R.1050MB/S W.1000MB/S - 
DDUKGT2460,Kingston,UNIDAD DE ESTADO SOLIDO EXTERNO KINGSTON SXS1000R ROJO 2TB USB-C 3.2 GEN 2 R.1050MB/S W.1000MB/S - 
ACCRBT8200,Brobotix,"Cargador Carga Rápida - USB V3.0 20W, 1 Puerto Tipo C, Negro, 6006627, BROBOTIX"
TVIASS3730,Asus,Tarjeta de Video DUAL-RTX4060-O8G-EVO-WHITE 8GB GDDR6 (90YV0JCB-M0AA00) - 
ACCMTD010,Multimedia Screens,"Soporte para Proyector Multimedia Screens 4365 - 20 kg, Negro, Acero, Videoproyector"
ACCOVL1050,Ovaltech,Soporte de proyector OVPR-650MM OVALTECH de Posicion Pared / Techo 430-650MM (Resistencia 20kgs) - 
ACCOVL670,Ovaltech,Soporte de proyector OVALTECH OVPR-150MM de 150MM / 360 Grados (Resistencia 13.5kgs) - 
ACCOVL680,Ovaltech,Soporte de proyector OVPR-580MM OVALTECH de 380-580MM / 360 Grados (Resistencia 13.5kgs) - 
ACCOVL690,Ovaltech,Soporte de proyector OVALTECH OVPR-900MM de 545-900MM / 360 Grados (Resistencia 13.5kgs) - 
ACCRBT210,Brobotix,"Soporte de Proyector - de Techo/Pared, Expandible 43 a 63 cms, Resistencia 10 kgs, BROBOTIX 573106"
ACCRBT220,Brobotix,"Soporte de Proyector - de Techo/Pared, Expandible 63 a 100 cms, Resistencia 10 kgs, BROBOTIX 573110"
ACCRBT2400,Brobotix,"Soporte de Proyector - de Techo/Pared, Expandible 70 a 120 cm, Resistencia 10 kgs, 577012 BROBOTIX"
ACCRBT4410,Brobotix,"Soporte de Proyector - de Techo/Pared, Expandible 43 a 63 cms, Resistencia 10 kgs, BROBOTIX 573106N"
ACCRBT7100,Brobotix,"Soporte de Techo Universal para Proyector BROBOTIX 6000663 - 10 kg, Proyectores"
ACCVAN010,Vankyo,VANKYO TRIPIE P/ PROYECTOR WT50 TMVK-012 - 
RELLEN6460,Lenovo,"Kit teclado y mouse inalambricos 4X31N50731 - receptor USB, color negro, español"
DDUDAT2230,Adata,Disco Duro Externo HD710 PRO 2TB 2.5 Pulgadas Interfaz USB 3.2 Gen1. Impermeable y resistente a golpes. Color AMARILLO AHD710P-2TU31-CYL - 
MEMDAT7300,Adata,"MicroSDXC ADATA 256GB SD7.1 Express UHS-I U3 V30 - Clase 10 (A2), PCIe Gen3 x1, Velocidades de lectura y escritura de hasta 800/700 MB/s UD256GEX3L1-C"
MEMDAT7310,Adata,"MicroSDXC ADATA - 512GB SD7.1 Express UHS-I U3 V30, Clase 10 (A2), PCIe Gen3 x1, Velocidades de lectura y escritura de hasta 800/700 MB/s UD512GEX3L1-"
ACCHHP280,Honeywell,"Cable de datos HONEYWELL Usb Coiled Cable 5353235N3 - 2, 9 m, USB A, Macho/Macho, Negro"
SWTARU380,Aruba,Switch HPE Instant On 1830 Gigabit Ethernet - 8 puertos (JL810A)
SWTARU390,Aruba,"Switch HPE Instant On 1830 Gigabit Ethernet - 8 puertos, 4p PoE Clase 4 65 W (JL811A)"
SWTARU400,Aruba,"Switch HPE Instant On 1830 Gigabit Ethernet - 24 puertos, 2SFP 1GbE (JL812A)"
SWTARU410,Aruba,"Switch HPE Instant On 1830 Gigabit Ethernet - 24 puertos RJ-45, 12p Clase 4 PoE 195 W, 2SFP 1GbE (JL813A)"
SWTARU630,Aruba,Switch HPE Instant On 1430 Gigabit Ethernet - 24 puertos RJ-45 Plug and Play (R8R49A)
ACCARU730,Aruba,Cable de conexión directa (DAC) HPE Networking Instant On 10 Gbit/s de SFP+ a SFP+ - 1 m (R9D19A)
ACCARU740,Aruba,Cable de conexión directa (DAC) HPE Networking Instant On 10 Gbit/s de SFP+ a SFP+ - 3 m (R9D20A)
ACPARU150,Aruba,Access Point HPE Instant On AP11 802.11ac Wi-Fi 5 Incluye adaptador AC/DC 12 V/18 W (R6K61A) - 
ACPARU460,Aruba,Access Point HPE Instant On AP25 802.11ax Incluye adaptador AC/DC 12 V/18 W (R9B34A) - 
ACPARU470,Aruba,Access Point HPE Instant On AP21 - 2x2 MIMO 802.11ax Wi-Fi 6 CERTIFIED™ omnidireccional (S1T09A)
ACPARU480,Aruba,Access Point HPE Instant On AP21 802.11ax Incluye adaptador AC/DC 12 V/18 W (S1T15A) - 
ACPARU490,Aruba,Access Point HPE Instant On AP21 (5-Pack) Wi-Fi 6 CERTIFIED™ omnidireccional (S1T18A) - 
ACPARU500,Aruba,"Access Point HPE Instant On AP32 - Tribanda 6/5/2, 4 GHz Wi-Fi CERTIFIED 6E™ omnidireccional (S1T23A)"
ACPARU510,Aruba,Access Point HPE Instant On AP32 Tribanda 6/5/2 - 4 GHz Incluye adaptador AC/DC 12 V/18 W (S1T29A)
ACPARU530,Aruba,Access Point HPE Instant On AP27 (RW) Outdoor 802.11ax Wi-Fi 6 semidireccional IP67 (S1T37A) - 
ACPARU540,Aruba,Access Point HPE Instant On AP22D (RW) Dual Radio 2x2 802.11ax Wi-Fi 6 omnidireccional (S1U76A) - 
SWTARU640,Aruba,Switch HPE Instant On 1430 Gigabit Ethernet - 8 puertos PoE 64W Class4 Plug and Play (R8R46A)
ACPARU180,Aruba,Access Point HPE Instant On AP22 802.11ax Wi-Fi 6 Incluye adaptador AC/DC 12 V/18 W (R6M51A) - 
TLCHYU420,Hyundai,"HYTab Plus 10.1 Pulgadas - QuadCore, HD IPS 1280x800 G+G, 2GB/32GB, 2MP/5MP, Android 11 Go Edition, LTE 4G, WiFi, 5000 mAh, Usb tipo C, – Black"
NBKDTS180,Datashield,"UPS On-line DATASHIELD UT10000 - 10000 VA, 9000 W, Negro, Industrial y Oficina"
